error_code,failure_class,payment_method,amount_paise,past_successes,past_failures,hour_of_day,is_international,retry_count,card_network,recommended_action
otp_attempts_exceeded,HARD_METHOD_DEAD,card,45723,7,3,15,0,0,Visa,use_different_card
card_type_invalid,HARD_METHOD_DEAD,card,999000,17,0,11,0,0,Mastercard,use_different_card
incorrect_card_expiry_date,SOFT_RETRYABLE,card,175479,6,2,20,0,3,Visa,check_card_details
incorrect_otp,SOFT_RETRYABLE,card,19990,8,0,13,0,3,Visa,retry_now
incorrect_atm_pin,SOFT_RETRYABLE,card,26053,17,1,20,0,1,Mastercard,retry_now
payment_amount_tampered,RISK_FLAGGED,card,327181,6,7,14,1,0,Visa,vendor_review
payment_amount_tampered,RISK_FLAGGED,card,49990,1,0,10,0,1,Visa,vendor_review
server_error,NETWORK_TIMEOUT,card,136026,16,8,17,0,5,Visa,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,836435,18,0,18,0,1,RuPay,check_card_details
verification_failed,NETWORK_TIMEOUT,card,23940,7,0,21,0,4,Mastercard,retry_later
payment_amount_tampered,RISK_FLAGGED,netbanking,52809,12,4,15,1,0,N/A,vendor_review
credit_failed,SOFT_RETRYABLE,upi,19990,13,3,18,0,1,N/A,use_different_method
authentication_failed,SOFT_RETRYABLE,card,326342,12,1,18,1,1,Mastercard,retry_now
authentication_failed,SOFT_RETRYABLE,card,19416,4,9,21,0,3,Visa,retry_now
payment_cancelled,SOFT_RETRYABLE,card,299900,17,0,19,0,3,RuPay,retry_now
server_error,NETWORK_TIMEOUT,upi,80819,5,4,17,0,2,N/A,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,999000,14,7,17,0,1,Visa,check_card_details
gateway_error,NETWORK_TIMEOUT,card,40599,15,3,13,0,2,Visa,retry_later
upi_app_technical_error,NETWORK_TIMEOUT,upi,36660,9,4,21,0,4,N/A,retry_later
incorrect_card_details,SOFT_RETRYABLE,card,99610,16,1,12,0,1,Visa,check_card_details
credit_failed,SOFT_RETRYABLE,upi,188655,12,6,19,0,3,N/A,use_different_method
compliance_violation,UNKNOWN,upi,820214,14,1,19,0,2,N/A,contact_support
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,247624,17,0,10,0,3,RuPay,use_different_method
incorrect_atm_pin,SOFT_RETRYABLE,card,19990,15,0,19,0,1,Mastercard,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,27749,16,0,13,0,3,N/A,retry_now
payment_pending,SOFT_RETRYABLE,card,81560,3,4,20,0,3,Visa,retry_later
psp_app_not_supported,HARD_METHOD_DEAD,upi,243749,4,4,18,0,0,N/A,use_different_method
card_type_invalid,HARD_METHOD_DEAD,card,99900,10,9,20,0,1,Mastercard,use_different_card
card_declined,HARD_METHOD_DEAD,card,299900,3,2,4,0,1,Mastercard,use_different_method
pin_attempts_exceeded,HARD_METHOD_DEAD,card,13340,0,0,13,0,0,Visa,use_different_card
card_not_enrolled,HARD_METHOD_DEAD,card,130808,5,4,15,0,0,Visa,enable_online_transactions
invalid_vpa,SOFT_RETRYABLE,upi,299900,2,0,19,0,2,N/A,retry_now
mandate_creation_expired,SOFT_RETRYABLE,upi,49990,15,7,8,0,1,N/A,retry_now
gateway_error,NETWORK_TIMEOUT,card,786936,19,1,16,0,4,Visa,retry_later
server_error,NETWORK_TIMEOUT,card,999000,13,1,19,0,4,Visa,retry_later
payment_cancelled,SOFT_RETRYABLE,card,999000,6,1,2,0,1,Visa,retry_now
compliance_violation,UNKNOWN,upi,47991,15,0,13,0,0,N/A,contact_support
incorrect_cvv,SOFT_RETRYABLE,card,140235,10,0,19,0,2,RuPay,retry_now
incorrect_pin,SOFT_RETRYABLE,card,75563,12,5,21,0,2,RuPay,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,48091,7,6,22,0,1,N/A,retry_now
gateway_technical_error,NETWORK_TIMEOUT,netbanking,499900,16,0,17,0,4,N/A,retry_later
bank_not_available,NETWORK_TIMEOUT,upi,19990,11,0,13,1,3,N/A,retry_later
payment_failed,SOFT_RETRYABLE,card,150932,3,8,17,0,2,Visa,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,999000,1,0,10,0,0,Mastercard,vendor_review
